layer_name	block_id	offset	len	block_shape	dtype	content_hash
model.layers.0.self_attn.attn	20	1245184	65536	2x8x16x128	torch.bfloat16	97526cb6573364b46dd834a346aecee289d95c67f0ea2b94c8523b5d7ab68fb8
model.layers.0.self_attn.attn	21	1310720	65536	2x8x16x128	torch.bfloat16	c3816035b93acd67a290232e0f24ce590aafc53d837e9905cd7b6c9cff46734e
model.layers.0.self_attn.attn	22	1376256	65536	2x8x16x128	torch.bfloat16	1693105d06a2fce180dc52c9d57bf4bb86793377e9e74fa910ceb7c3a2ed8d17
model.layers.0.self_attn.attn	23	1441792	65536	2x8x16x128	torch.bfloat16	c323da614d329763b01cacfd1998113568bed9ac60c908bcf083945ee6440ac6
model.layers.0.self_attn.attn	24	1507328	65536	2x8x16x128	torch.bfloat16	5712af1713af9db56ac8ba6582e1bd0ebdb16b4fc0e114c0b30133afb0ae6e75
model.layers.0.self_attn.attn	25	1572864	65536	2x8x16x128	torch.bfloat16	7abc802dab3d229c7dfd6f97f2511610fd9f3e37b883ed3d6a453d28d23053ac
model.layers.0.self_attn.attn	26	1638400	65536	2x8x16x128	torch.bfloat16	bdd04200aae72e5e49922aeb661f40eb156e5b4f1a9ed1584c17c372ce067c07
model.layers.0.self_attn.attn	27	1703936	65536	2x8x16x128	torch.bfloat16	149aff650142ddf35c2670994efbc6e2d7bd148f563cfc357daa32cdfd73d870
model.layers.0.self_attn.attn	28	1769472	65536	2x8x16x128	torch.bfloat16	336f3d5f99e742eea821f09171441a3b783e910179aece651114d7991658ef1b
model.layers.0.self_attn.attn	29	1835008	65536	2x8x16x128	torch.bfloat16	e51ea1123af2642cc32e72e60bdf77f79fce74f3e025cbae4b9f4a0efafc5769
model.layers.1.self_attn.attn	1	1900544	65536	2x8x16x128	torch.bfloat16	854d5dc67f5e0c0acbc9d499295c5bdf249bb88d61d5761d317bf33074929528
model.layers.1.self_attn.attn	2	1966080	65536	2x8x16x128	torch.bfloat16	14d08373ef2d715f88ce686181be478d44bcd76721ca3e60557d9c5378c9cf97
model.layers.1.self_attn.attn	3	2031616	65536	2x8x16x128	torch.bfloat16	17840bb17fc4c41ba6415ee45e102dbfa866f25be368cabc6f273021fabaf331
model.layers.1.self_attn.attn	4	2097152	65536	2x8x16x128	torch.bfloat16	68e1d045b32ec0a2dec0bdf1cb85d3f90ba1f856ce4b5ac39405732e9310dfd0
model.layers.1.self_attn.attn	5	2162688	65536	2x8x16x128	torch.bfloat16	a81927cab18a6ffa4a201a08dda6405d48239ee8001875aaf2e14558a6a9ea00
model.layers.1.self_attn.attn	6	2228224	65536	2x8x16x128	torch.bfloat16	69e7355e34a2f6e7192d35313ffbafd59b606e0a5b6de5387c2754f75e8f63d7
model.layers.1.self_attn.attn	7	2293760	65536	2x8x16x128	torch.bfloat16	44dac92760a172cb5b7d5782da5fe166d2a59dd6bf9d118e6692cde82699ec70
model.layers.1.self_attn.attn	8	2359296	65536	2x8x16x128	torch.bfloat16	2b56cba73f4645512fefc2401138006b4de8d998a3539e4abdb2cc108aa577ee
model.layers.1.self_attn.attn	9	2424832	65536	2x8x16x128	torch.bfloat16	9eab69be4792ae18a85e2b218fc7a94031fe387b2007a9292b91f2f1003676c6
model.layers.1.self_attn.attn	10	2490368	65536	2x8x16x128	torch.bfloat16	36cb32e8c436fb12357e104c49b6fd3e0c53a68938d91324c45a4e73b22d2b2c
model.layers.1.self_attn.attn	11	2555904	65536	2x8x16x128	torch.bfloat16	b85125fdc3c7525c16c953441ea37c49c5ea97930210532570e168583cca332b
model.layers.1.self_attn.attn	12	2621440	65536	2x8x16x128	torch.bfloat16	3bf8722a551b04b895086662ef5f788237e6cc0757eb26097217f8e5d44dcfc5
model.layers.1.self_attn.attn	13	2686976	65536	2x8x16x128	torch.bfloat16	55875ca7c3f88434b1551e7b79d78cd56edf0ee7038f35b622d2fff927dee099
model.layers.1.self_attn.attn	14	2752512	65536	2x8x16x128	torch.bfloat16	a4d738e879ee79147c14fc0533fa957c4b381653f3415d79074df5a728c4b657
model.layers.1.self_attn.attn	15	2818048	65536	2x8x16x128	torch.bfloat16	b462d166c55752dacda82de23e80a15058e45c604e32395cdb48f37266ee1e82
model.layers.1.self_attn.attn	16	2883584	65536	2x8x16x128	torch.bfloat16	eb8ab676e171556ca5a7b74ca2de1b1080750130b1ea96d04a478ce961b16d93
model.layers.1.self_attn.attn	17	2949120	65536	2x8x16x128	torch.bfloat16	8c798a5d9fd0ea7ee2434e7f6c09e4baceca8e9404780c08eaa0656327e068e8
model.layers.1.self_attn.attn	18	3014656	65536	2x8x16x128	torch.bfloat16	b3a4601854b012edeb2c3301da2f506f7dd4158e71dbf2825684bb009a3dc195
model.layers.1.self_attn.attn	19	3080192	65536	2x8x16x128	torch.bfloat16	4cef340a35ecc3a49235914d809fabff92b9e62dfb899d15820178c456145b9c
model.layers.1.self_attn.attn	20	3145728	65536	2x8x16x128	torch.bfloat16	7b3aa0d789308304f261288b9a66b870ad2292c4248e0c2d96fc39e489879d86
model.layers.1.self_attn.attn	21	3211264	65536	2x8x16x128	torch.bfloat16	5563d5ebbf5f445ddd9cba570c3f453e7b66537d34dfde7f8f0436d591b4d13e
model.layers.1.self_attn.attn	22	3276800	65536	2x8x16x128	torch.bfloat16	db35e7ecc9d11a48491039ec935913fa8f51be8fff33cbc322e658c527be8263
model.layers.1.self_attn.attn	23	3342336	65536	2x8x16x128	torch.bfloat16	3e91dba7f87da935c5a7f522afc49dd92662f13477f1bbfae5491593a98ef9f3
model.layers.1.self_attn.attn	24	3407872	65536	2x8x16x128	torch.bfloat16	8d928a937962925dbb0ded2d25a390bc6ef2b4562cca73f65b5a00a02e4a9d6a
model.layers.1.self_attn.attn	25	3473408	65536	2x8x16x128	torch.bfloat16	642951c1fce9a0e66b5b6eda7a1319bedfcb544e292af9948837c9499f9334dc
model.layers.1.self_attn.attn	26	3538944	65536	2x8x16x128	torch.bfloat16	6f1d226dd926b69cb399d0eb70d9b41b2980c52ef6f7074d1e73bb199fda5bc2
model.layers.1.self_attn.attn	27	3604480	65536	2x8x16x128	torch.bfloat16	c88d9c7739aecaad0cc12e3e4225b21f29ea6012a0413b1822cc9f871a78c75b
model.layers.1.self_attn.attn	28	3670016	65536	2x8x16x128	torch.bfloat16	4e3a1d13754def8633cea7deef5e2a0f6c1ab6f28c6982ae02bb692e3589711a
model.layers.1.self_attn.attn	29	3735552	65536	2x8x16x128	torch.bfloat16	700d42a79d7f4c5b0ddd8e0cf63f7e1341852a3d79f7aaddcb6cb8f177c48972
model.layers.2.self_attn.attn	1	3801088	65536	2x8x16x128	torch.bfloat16	1b23227dacfa3acb2b653ee06c436d6b324a95d947ceca4047216032ae564610
model.layers.2.self_attn.attn	2	3866624	65536	2x8x16x128	torch.bfloat16	5c7c41f735799b8fc6b6e32690d32a8440b6c87719eed65d338ff55490a76f10
model.layers.2.self_attn.attn	3	3932160	65536	2x8x16x128	torch.bfloat16	c50f636cb95f4fab2f3882f6eef283fbee1ff5b46906fa1797e5c4de570989e8
model.layers.2.self_attn.attn	4	3997696	65536	2x8x16x128	torch.bfloat16	861e576bea422a7cffa5de0817e9e2a280c7c4fe4f25f5281ce243c1f33cdf4a
model.layers.2.self_attn.attn	5	4063232	65536	2x8x16x128	torch.bfloat16	1ef5e582d45f8c75bad96de29f56a30bc33a6eb2fc49e10e96ed52e8e1db98e5
model.layers.2.self_attn.attn	6	4128768	65536	2x8x16x128	torch.bfloat16	38c9177cf20b27afa9467e955a39bd0d7b1d34650a344bfe00d5d02ca81ef625
model.layers.2.self_attn.attn	7	4194304	65536	2x8x16x128	torch.bfloat16	75b0ea94b596cd2a931b5698a5980e2b881715b4aa7cba341f684d959a60577b
model.layers.2.self_attn.attn	8	4259840	65536	2x8x16x128	torch.bfloat16	77349e98c40cfeb2fbc70a0cbad01531a81eca9ae7def2ea355331ca3eb62a79
model.layers.2.self_attn.attn	9	4325376	65536	2x8x16x128	torch.bfloat16	f4877bbba74bebe0b44290288c6ffa28252a7355839c598377733471b051a7dc
model.layers.2.self_attn.attn	10	4390912	65536	2x8x16x128	torch.bfloat16	ec97499c9539479900936de50af42d31a8099f4856f1cb5efbe872121ad25a8b
model.layers.2.self_attn.attn	11	4456448	65536	2x8x16x128	torch.bfloat16	822f8872ac2b40f2b94b702c65a4ea779dfc929158673640d6f819c9eaebb753
model.layers.2.self_attn.attn	12	4521984	65536	2x8x16x128	torch.bfloat16	999cadcdefeed94f4a75000a342e9a7a116e44db68044b91d12138cd10499df6
model.layers.2.self_attn.attn	13	4587520	65536	2x8x16x128	torch.bfloat16	f6202c937888e63345bbfb92cb000490c0c07d0a31186dfbe14cb24152322945
model.layers.2.self_attn.attn	14	4653056	65536	2x8x16x128	torch.bfloat16	b4291fbf3e592e0189535e5a15fd6364d495f997122b798588fd2a844b761b33
model.layers.2.self_attn.attn	15	4718592	65536	2x8x16x128	torch.bfloat16	05f823113f27298411d812355ac4c64cd02bb53d44f08eb11bf1c42887cf8a4d
model.layers.2.self_attn.attn	16	4784128	65536	2x8x16x128	torch.bfloat16	7c5f758ad23fc6863955fb59d2da17c0c455e736fd52185e250a2f4accdb3b3a
model.layers.2.self_attn.attn	17	4849664	65536	2x8x16x128	torch.bfloat16	9edb953ac7c2e36e270fd2e5cf280cabc2341faff5ea471634bad1d3a6587446
model.layers.2.self_attn.attn	18	4915200	65536	2x8x16x128	torch.bfloat16	8cee5b63f269d042565b7dde3e8b7e20c4bfa77aa3965028b4120fca40953268
model.layers.2.self_attn.attn	19	4980736	65536	2x8x16x128	torch.bfloat16	5c3dcdd9dd784ec3943c05e2ea07d2113f38de3f9ce4df0a15e1fd83f7d6bf7a
model.layers.2.self_attn.attn	20	5046272	65536	2x8x16x128	torch.bfloat16	f32457f97bb010fdb01d292fe0250e8476af8b46a39008f2c82d95505614d78f
model.layers.2.self_attn.attn	21	5111808	65536	2x8x16x128	torch.bfloat16	b744472ae0587fde227c0acc4d9b7619fedb9613ecf0edc7dc59cbbf3bf7cfc1
model.layers.2.self_attn.attn	22	5177344	65536	2x8x16x128	torch.bfloat16	c2d8533aabcae4d54d8456d187cf6221957b2ba53b824d8a63f130d8eeef1ea8
model.layers.2.self_attn.attn	23	5242880	65536	2x8x16x128	torch.bfloat16	99edff3e69519a728ff721c8785ecfae76b877bd8b9ba1a257ff5ddc272ca209
model.layers.2.self_attn.attn	24	5308416	65536	2x8x16x128	torch.bfloat16	d3bf767c54ec409ea78416263492146c0df43a55021cfe7872d7f16954cdb0f2
model.layers.2.self_attn.attn	25	5373952	65536	2x8x16x128	torch.bfloat16	5610f68224f3d49bc2c0445ab54c1cacb721c61a19e398c28d51a6a38c064bef
model.layers.2.self_attn.attn	26	5439488	65536	2x8x16x128	torch.bfloat16	6837e2d086019534dbc093dff94fcf2475eb148b11bcf268141782641a1ffa44
model.layers.2.self_attn.attn	27	5505024	65536	2x8x16x128	torch.bfloat16	d5b455807bfaad8154a1c03534bd1ccf2093037ce785f36d28a894346d85778c
model.layers.2.self_attn.attn	28	5570560	65536	2x8x16x128	torch.bfloat16	a0700d70a89dd7113535edfa8f7bd434259e9a67e786487e3e4690db7d2fccad
model.layers.2.self_attn.attn	29	5636096	65536	2x8x16x128	torch.bfloat16	970c3329cc182d4d60488516274796731582e0114a89632f3e632db33ad95c7a
model.layers.3.self_attn.attn	1	5701632	65536	2x8x16x128	torch.bfloat16	891a89b9bcd1a599308851fc3a510faf725a02f66b7b17ecbdc2c8f74916549a
model.layers.3.self_attn.attn	2	5767168	65536	2x8x16x128	torch.bfloat16	30eb746448b0410314815ac397be03d78c39924c3fab3b73f699ebe03e7c28f4
model.layers.3.self_attn.attn	3	5832704	65536	2x8x16x128	torch.bfloat16	1130df18d18701949c0e40ebae878d227d467c9e6895f68ec1caa849a8859e7a
model.layers.3.self_attn.attn	4	5898240	65536	2x8x16x128	torch.bfloat16	8272237851abc7f618a132ea61104212a64aaf012ab3457dc002c20516451617
model.layers.3.self_attn.attn	5	5963776	65536	2x8x16x128	torch.bfloat16	55040b4021915708654acea716e97f235b3ce9056bfd6b9326a4866f13c287db
model.layers.3.self_attn.attn	6	6029312	65536	2x8x16x128	torch.bfloat16	01287f16bede408616be28b93ce7420c455429450876eba4dd23dc9584be3b45
model.layers.3.self_attn.attn	7	6094848	65536	2x8x16x128	torch.bfloat16	ff6e8d5fa3f7d3d60410deaf1949d87cccb00d0823f99d4df5628993c89aaf95
model.layers.3.self_attn.attn	8	6160384	65536	2x8x16x128	torch.bfloat16	42996f68787aaaef4be0d8b6235263392f20b2f24bc4cb3e373b6970b188fcb9
model.layers.3.self_attn.attn	9	6225920	65536	2x8x16x128	torch.bfloat16	a953d283914d7ec4bdd6c38c01dd48f96c42e911e85da34765a1f71f310ec2e8
model.layers.3.self_attn.attn	10	6291456	65536	2x8x16x128	torch.bfloat16	8a01d37a5b49475b468f927ef0b96e2d12946386af2eebf24f56ab5c106fdfcf
model.layers.3.self_attn.attn	11	6356992	65536	2x8x16x128	torch.bfloat16	622690413a7eb21407614a086fbf3eea131b8798b68a32fc735c31c964acd399
model.layers.3.self_attn.attn	12	6422528	65536	2x8x16x128	torch.bfloat16	fdfb78e1f2bb18ba6252c46ff07d1b261ad3c565894cd019148b0f5e436aa42f
model.layers.3.self_attn.attn	13	6488064	65536	2x8x16x128	torch.bfloat16	59248ee0233674311fed968cd1d36aa22ea7cfb91133545373b55f32d3146e1c
model.layers.3.self_attn.attn	14	6553600	65536	2x8x16x128	torch.bfloat16	ffd941f85d7e0e89710cc45559ec66926dbf5f92ed92437d0914e7c4fe961ea8
model.layers.3.self_attn.attn	15	6619136	65536	2x8x16x128	torch.bfloat16	df3afd8158656d59c26a36f261c5f801601d98538bf324747ae7cd12ece99526
model.layers.3.self_attn.attn	16	6684672	65536	2x8x16x128	torch.bfloat16	387778109dd9cae66a2e2dca5356c36d183a8d6ec177000ba7d721e076f20738
model.layers.3.self_attn.attn	17	6750208	65536	2x8x16x128	torch.bfloat16	5e612ecb7decacbd01fa20b91d78cc8de504ff007cedabadb9d6e908e91ea92d
model.layers.3.self_attn.attn	18	6815744	65536	2x8x16x128	torch.bfloat16	2f6e0fbb81744fcc3aa84348224dec479ff905f0a4fba59abf1925d6d3dad90c
model.layers.3.self_attn.attn	19	6881280	65536	2x8x16x128	torch.bfloat16	c44dc96f121931b3ed89be089939b94e661f5ab539a0c758d14150b99906425f
model.layers.3.self_attn.attn	20	6946816	65536	2x8x16x128	torch.bfloat16	e14be1fbf94705322a0cc04ca4c6d23ee5806cc65a42f1a2430eedc03c7caf51
model.layers.3.self_attn.attn	21	7012352	65536	2x8x16x128	torch.bfloat16	e5453d56576cad205b1acdd06c3c4906e682da2fa6e5fa43077ccabea444b4dc
model.layers.3.self_attn.attn	22	7077888	65536	2x8x16x128	torch.bfloat16	f3207a04273c755d2f68f085ad20e855181aa41a7ecd01984e33816c7b66f631
model.layers.3.self_attn.attn	23	7143424	65536	2x8x16x128	torch.bfloat16	a3701ae18f2679f5dff8253f721bdbcba46559ee9eedad92afabe58a310833a5
model.layers.3.self_attn.attn	24	7208960	65536	2x8x16x128	torch.bfloat16	e963b7915f6fe4af0534844dcd4f4990dd89641d3abc068a210ea2dfeb6c8706
model.layers.3.self_attn.attn	25	7274496	65536	2x8x16x128	torch.bfloat16	a7b15ff64ad3775ab2c57c11496edc21b6fe11d1a3256902d17017269e6f199a
model.layers.3.self_attn.attn	26	7340032	65536	2x8x16x128	torch.bfloat16	dfc860edb18fbec627ad5f9b3c23d10feeeb20aab2f4df37198a75bf6a01a899
model.layers.3.self_attn.attn	27	7405568	65536	2x8x16x128	torch.bfloat16	1d6631c30a5d176c1c04ee4acc48b180e1101775c6be0e89e9ff9f55dad8f29e
model.layers.3.self_attn.attn	28	7471104	65536	2x8x16x128	torch.bfloat16	e9991476eaf9c89fc69ef3003ae7be1498728dcc6b191a93ae580d298352f6c5
model.layers.3.self_attn.attn	29	7536640	65536	2x8x16x128	torch.bfloat16	a170bce6336d3546fbe7b02e41557396c6cecfa8aec06a2c6217c25a8fdcfcaa
model.layers.4.self_attn.attn	1	7602176	65536	2x8x16x128	torch.bfloat16	5f6ec66abe3d6c0b54f6d4546f84b661947681107e4d5805056a9591ea517ecb
model.layers.4.self_attn.attn	2	7667712	65536	2x8x16x128	torch.bfloat16	f854426e46f76b7fc06d8295a52cf3a3292c8a527e5b39a72a6455afbf390120
model.layers.4.self_attn.attn	3	7733248	65536	2x8x16x128	torch.bfloat16	bdc7b27c48b129f832f685552cfb1dd26c5712e39040b027952e1f2586bac233
model.layers.4.self_attn.attn	4	7798784	65536	2x8x16x128	torch.bfloat16	86a2f07946bdd48adf57444265695d92894e95544370ba37d28b35096360df8a
model.layers.4.self_attn.attn	5	7864320	65536	2x8x16x128	torch.bfloat16	e6e3c5602680fb4edaa41e4325eb336a81c94321600682e1f281c39131c4b5fe
model.layers.4.self_attn.attn	6	7929856	65536	2x8x16x128	torch.bfloat16	1e8ac790f61365219a5d221c20f14e460f378940ffcac861d3f0946f68704418
model.layers.4.self_attn.attn	7	7995392	65536	2x8x16x128	torch.bfloat16	22254a16409a92bdbf8a047979ff8832cf3d4d62532c1d1f80401f77d353a878
model.layers.4.self_attn.attn	8	8060928	65536	2x8x16x128	torch.bfloat16	bb33ec08ef8fb1d24c830b564b11b86c265379f9d10d9a8fe5db9847cd01f2fd
model.layers.4.self_attn.attn	9	8126464	65536	2x8x16x128	torch.bfloat16	9c299c9972dfc0f8f32e9c0ba45f856e242a4766d06b292ef85a46593fa0a1bc
model.layers.4.self_attn.attn	10	8192000	65536	2x8x16x128	torch.bfloat16	0df14d1a983ec84f45330647c663426bbbb312e83636d8e42cf06e2b7aa867c7
model.layers.4.self_attn.attn	11	8257536	65536	2x8x16x128	torch.bfloat16	bc49a1700559fb89693b7aa9352496d275c035f7c814a9d5c53e87f8c9df2d9f
model.layers.4.self_attn.attn	12	8323072	65536	2x8x16x128	torch.bfloat16	18349cf970ee9135de1571b33df22e0f96a40b1c33bd9c355a427eba76a675cd
model.layers.4.self_attn.attn	13	8388608	65536	2x8x16x128	torch.bfloat16	665fcc6712acda4bfec49e9225e48d5f1a8b55d932c75dccbc95ded95c73fe23
model.layers.4.self_attn.attn	14	8454144	65536	2x8x16x128	torch.bfloat16	5ed5700228d099500b176296ab7e9ee045e62f11c258e1f5a1323ceee48959a4
model.layers.4.self_attn.attn	15	8519680	65536	2x8x16x128	torch.bfloat16	38c1e7d09d3f9cdded8d2a4b59f2c40b8a756a2d0f87df17583a7788374b0074
model.layers.4.self_attn.attn	16	8585216	65536	2x8x16x128	torch.bfloat16	77a644f26ff0cd058e9b48903a99656f3c630e06e78c7d9a93161f8f243913cf
model.layers.4.self_attn.attn	17	8650752	65536	2x8x16x128	torch.bfloat16	5b2d3025a8d6bb08d8df1876840cfd67655ad256504f6c67ce1b77e9110b2a7f
model.layers.4.self_attn.attn	18	8716288	65536	2x8x16x128	torch.bfloat16	8d5a9302d6c16d19e41233d6f4d51078e6bb2ce3e879657b824dc9e0ac2bcc8c
model.layers.4.self_attn.attn	19	8781824	65536	2x8x16x128	torch.bfloat16	d3434cecf0a2b12794dcada829ae648a50a0c1ed715b32bb5145ed8a1129d674
model.layers.4.self_attn.attn	20	8847360	65536	2x8x16x128	torch.bfloat16	7fdc4a571cbc5d26a749c62ded5d9f466ca282d362ad0822133e091bec702898
model.layers.4.self_attn.attn	21	8912896	65536	2x8x16x128	torch.bfloat16	762572dc2f3a08c5e1998da4bcd8ccb2f067d47b261c71f0bd3be3e91a4340cb
model.layers.4.self_attn.attn	22	8978432	65536	2x8x16x128	torch.bfloat16	df6d1fda33f46de640bba7ad328239dd3bf638b238793fb5bd47488144aa9e0b
model.layers.4.self_attn.attn	23	9043968	65536	2x8x16x128	torch.bfloat16	87d9cc592390f33fc530b97aac7e5dfbf7aec93068fb4e7dd76986e1db50d3ca
model.layers.4.self_attn.attn	24	9109504	65536	2x8x16x128	torch.bfloat16	25b76e15cac02aead697c1f5f13fab267f1e08e19ca678f7f6a87fe4ddf060ca
model.layers.4.self_attn.attn	25	9175040	65536	2x8x16x128	torch.bfloat16	b106d734d6f0514b0539be630ec7735997ea1962da3ded2504152b0cf48b024b
model.layers.4.self_attn.attn	26	9240576	65536	2x8x16x128	torch.bfloat16	b9ae499da84cf8f169a3b947cc5dc62510926d6a2cd25cdf6ced69478a2c743a
model.layers.4.self_attn.attn	27	9306112	65536	2x8x16x128	torch.bfloat16	ec38b361e95a34bab095f05c41e0f7f10a1aefb24346d079b2610c4b96fe2efe
model.layers.4.self_attn.attn	28	9371648	65536	2x8x16x128	torch.bfloat16	4893a8fb8032156151dc2c310539ab4f08b8ed6f8c9e94d71f1e0cdf26cf5c55
model.layers.4.self_attn.attn	29	9437184	65536	2x8x16x128	torch.bfloat16	61b7a7a33d048d2843804a146e9b7f0721cccc5e43c51f70993934ec37da584a
model.layers.5.self_attn.attn	1	9502720	65536	2x8x16x128	torch.bfloat16	29610ee78ca2e43ecd02807d1d97ef02c21608e56a61d75fccd8549675b13823
model.layers.5.self_attn.attn	2	9568256	65536	2x8x16x128	torch.bfloat16	71d417b90701d19061dca662a61123956eb38622baa90d940826e4ad37626458
model.layers.5.self_attn.attn	3	9633792	65536	2x8x16x128	torch.bfloat16	e05724384dc438b79ed94e2c34e9146791b7ceaf9a5b41197284fb9b1ebc4da8
model.layers.5.self_attn.attn	4	9699328	65536	2x8x16x128	torch.bfloat16	28509734523679dabc2ab530e66d55276307bc36056fe9477ca225802cb746ea
model.layers.5.self_attn.attn	5	9764864	65536	2x8x16x128	torch.bfloat16	e1588067b0282cfeabbedad2968f60f429a9d809450e460caabccc4a76c11bc6
model.layers.5.self_attn.attn	6	9830400	65536	2x8x16x128	torch.bfloat16	a9d7d70e463aa6f6ec1b1e5a0b0452010e9e962dde66b027bc39326769986865
model.layers.5.self_attn.attn	7	9895936	65536	2x8x16x128	torch.bfloat16	997c5532e133bb99baa1672436447c5aea197adc4b62fd48b45df8516f1b4159
model.layers.5.self_attn.attn	8	9961472	65536	2x8x16x128	torch.bfloat16	26f987c4f7a8ca4544569ad0c02512e5a4b74f42788055a30d79953bfc60aab9
model.layers.5.self_attn.attn	9	10027008	65536	2x8x16x128	torch.bfloat16	dd66e7323c5168254cb1d05facded29ef10931a3eef2525b6b3afe79c909de9f
model.layers.5.self_attn.attn	10	10092544	65536	2x8x16x128	torch.bfloat16	dd13ee757c63e0eddb683eff3b35a0366378369863e107e6c735b7e770c195dd
model.layers.5.self_attn.attn	11	10158080	65536	2x8x16x128	torch.bfloat16	f9027109c5325b537382ecb337639fd3150dbd83c58283748d219e750d837438
model.layers.5.self_attn.attn	12	10223616	65536	2x8x16x128	torch.bfloat16	9f3589f50ea6cf50a558ffc1f666dc35a609ca773dafd882f269662cc9e1c9aa
model.layers.5.self_attn.attn	13	10289152	65536	2x8x16x128	torch.bfloat16	1c8c9ac29474358b7526e048612db1628f43b894664461e1ba1ca89fc10c8c4a
model.layers.5.self_attn.attn	14	10354688	65536	2x8x16x128	torch.bfloat16	10f141b66129da701d1ab45555045ea267c66d2008ca112598d08e5c606d40ad
model.layers.5.self_attn.attn	15	10420224	65536	2x8x16x128	torch.bfloat16	b135b8b50cf768b302ab328af1bd01a1523c92823eedab14dc2faddd83dcf622
model.layers.5.self_attn.attn	16	10485760	65536	2x8x16x128	torch.bfloat16	562d9dbbf001786371b555913369c1f8c18a63914bf00133093547305e0df18c
model.layers.5.self_attn.attn	17	10551296	65536	2x8x16x128	torch.bfloat16	5730763128afd882e01bfe68f5239d14ec77d6b65053a82711238d7048c44b80
model.layers.5.self_attn.attn	18	10616832	65536	2x8x16x128	torch.bfloat16	c9d3b50d50c3e443f3042b3d6b94d7fe981131b28ce59d0b1b48ba273e0104f5
model.layers.5.self_attn.attn	19	10682368	65536	2x8x16x128	torch.bfloat16	1490de352cfe61e2a77804eb0d2498248fa7670a4b8d187dd5a94380b60aaff6
model.layers.5.self_attn.attn	20	10747904	65536	2x8x16x128	torch.bfloat16	55a46ff394cebcac6f0906751d11534998d113c70d5751f3765a9a1e654afd07
model.layers.5.self_attn.attn	21	10813440	65536	2x8x16x128	torch.bfloat16	b127e5b7daed312bea12f9aa50f245eaf11fa695d7dbb25355c553a760fe04bb
model.layers.5.self_attn.attn	22	10878976	65536	2x8x16x128	torch.bfloat16	a6eb9a9e17b637ad87800ecfc1f62e9a4d6b922a29384d8e29540ae12252f90a
